series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
True,4.0,"Mystery,Historical Fiction,Fiction,Historical,Egypt,Historical Mystery,Audiobook",312 pages, Paperback,"First published January 1, 1981",162,3127
True,4.21,"Paranormal Romance,Paranormal,Vampires,Angels,Romance,Fantasy,Urban Fantasy",464 pages, Paperback,"First published April 26, 2011",63,1633
False,3.88,"Historical Fiction,Fiction",368 pages, Hardcover,"First published February 7, 2006",17,28
True,3.57,"Fiction,Animals,Novels,Literary Fiction,Contemporary,Magical Realism,Unfinished",256 pages, Paperback,"First published December 28, 2007",49,886
False,4.04,"Romance,Fiction,Contemporary,Mystery,Contemporary Romance,Suspense,Chick Lit",490 pages, Mass Market Paperback,"First published January 1, 1984",358,4168
False,3.87,"Writing,Nonfiction,Essays,Womens",236 pages, Paperback,"First published May 29, 1991",10,7
False,3.8,"Fiction,Contemporary,Humor,Novels,British Literature,Comedy,Adult",307 pages, Mass Market Paperback,"First published January 1, 1998",101,9487
False,3.49,"Fantasy,Adult,Romance,Magic,Fiction,Gothic,Urban Fantasy",352 pages, Hardcover,"First published January 30, 2024",1,book190
True,3.96,"Childrens,Young Adult",132 pages, Hardcover,"First published September 1, 2002",667,267
False,3.78,Romance,250 pages, Mass Market Paperback,"First published June 1, 1987",112,19
True,4.36,"Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Book Club,Race",480 pages, Hardcover,"First published January 1, 2016",107,80.1k
True,3.65,"Romance,Contemporary,Contemporary Romance,Audiobook,Adult,Fiction,Chick Lit",320 pages, Paperback,"First published September 21, 2021",63,23.8k
False,4.21,"Picture Books,Childrens,Storytime,Animals,Fiction,Poetry,Spanish Literature",32 pages, Board book,"First published January 1, 2004",82,395
False,3.8,"Fiction,Contemporary,Literary Fiction,Audiobook,Novels,Literature,Coming Of Age",528 pages, Hardcover,"First published September 25, 2007",56,4380
False,3.59,"Mathematics,Nonfiction,Science,Education,Journalism,Essays,Sociology",224 pages, Paperback,"Published September 26, 1997",17,154
True,3.74,"Romance,Fiction,Contemporary,Retellings,Contemporary Romance,Chick Lit,Audiobook",400 pages, Paperback,"First published July 6, 2021",16,2848
True,4.22,"Fantasy,Science Fiction,Dragons,Fiction,Short Stories,Science Fiction Fantasy,Anthologies",291 pages, Hardcover,"First published January 1, 2002",568,7228
False,4.24,"Fiction,Historical Fiction,Literature,Novels,Latin American,Classics,Nobel Prize",568 pages, Paperback,"First published October 1, 1981",473,8164
True,3.73,"Mystery,Christmas,Cozy Mystery,Fiction,Crime,Audiobook,Holiday",240 pages, Hardcover,"First published January 1, 2007",315,5557
False,3.95,"Fiction,Short Stories,Essays,War,Humor,Literature,Science Fiction",234 pages, Hardcover,"First published January 1, 2008",530,33.4k
True,3.98,"Mystery,Crime,Fiction,Thriller,Mystery Thriller,Suspense,Audiobook",315 pages, Hardcover,"First published July 9, 2002",159,16k
False,3.48,"Fiction,Historical Fiction,Turkish Literature,Turkish,Literature,Novels,Nobel Prize",145 pages, Paperback,"First published January 1, 1985",106,9610
False,3.77,"History,Biography,Nonfiction,Historical,British Literature,Biography Memoir,18th Century",456 pages, Paperback,"First published January 1, 1998",10,203
False,3.92,"Mystery,Young Adult,Thriller,Mystery Thriller,Fiction,Contemporary,Audiobook",358 pages, Hardcover,"First published August 30, 2022",26,31.5k
False,3.79,"Fiction,Romance,Contemporary,Literary Fiction,Audiobook,Adult,Family",400 pages, Kindle Edition,"First published July 7, 2020",3,139
False,3.48,"Romance,Contemporary,Contemporary Romance,Fiction,Harlequin,Chick Lit,Novels",221 pages, Mass Market Paperback,"First published April 1, 1983",1785,52.5k
False,3.24,"Fiction,Magical Realism,Fantasy,Contemporary,Food,Adult Fiction,Adult",292 pages, Hardcover,"First published June 1, 2010",83,2229
False,3.94,"Fiction,Contemporary,Audiobook,Literary Fiction,Adult,Adult Fiction,Family",390 pages, Hardcover,"First published May 28, 2019",5,3321
True,4.34,"Poetry,LGBT,Queer,Romance,Contemporary,Fiction,Gay",62 pages, Paperback,"First published April 11, 2005",9,3012
False,4.23,"Nonfiction,Productivity,Self Help,Audiobook,Personal Development,Business,Leadership",273 pages, Hardcover,"First published August 10, 2021",23,1191
True,3.56,"Fiction,Mystery,Thriller,Crime,Horror,Mystery Thriller,Suspense",307 pages, Hardcover,"First published January 1, 2006",62,3880
True,3.83,"Young Adult,Romance,Contemporary,Fiction,Travel,Chick Lit,Realistic Fiction",282 pages, Hardcover,"First published April 26, 2011",63,15.4k
True,3.84,"Mystery,Fiction,Crime,British Literature,Detective,Mystery Thriller,Cozy Mystery",320 pages, Mass Market Paperback,"First published June 7, 1985",136,1327
False,4.09,"Fantasy,Horror,Fiction,Science Fiction,Adult,Mystery,Urban Fantasy",390 pages, Hardcover,"First published June 16, 2015",7,2786
False,3.63,"Science Fiction,Fiction,Science Fiction Fantasy",416 pages, Mass Market Paperback,"First published February 4, 2003",47,242
True,4.48,"Manga,Romance,Fantasy,Graphic Novels,Young Adult,Shojo,Fiction",198 pages, Paperback,"First published January 1, 2006",192,2579
True,4.12,"Romance,Contemporary,Erotica,Adult,Contemporary Romance,Erotic Romance,New Adult",292 pages, ebook,"First published January 28, 2014",38,7168
False,4.91,,225 pages, Kindle Edition,"First published August 21, 2020",19,88
True,4.05,"Fantasy,Romance,Fantasy Romance,New Adult,Fiction,Audiobook,Adult",356 pages, Kindle Edition,"First published October 16, 2018",23,10.8k
True,3.94,"Mystery,Fiction,Crime,Thriller,Romance,Mystery Thriller,Detective",301 pages, Hardcover,"First published September 20, 2011",42,4743
True,3.95,"Fantasy,Science Fiction,Romance,Fiction,Angels,Science Fiction Fantasy,Adult",368 pages, Mass Market Paperback,"First published May 1, 1997",60,2200
False,3.74,"Thriller,Mystery,Fiction,Suspense,Crime,Mystery Thriller,Audiobook",356 pages, Hardcover,"First published August 1, 2009",157,5976
True,4.02,"Mystery,Christmas,Cozy Mystery,Fiction,Paranormal,Holiday,Fantasy",214 pages, Mass Market Paperback,"First published January 1, 1999",49,1127
False,3.84,"Fiction,Mystery,Audiobook,Thriller,Mystery Thriller,Contemporary,Chick Lit",335 pages, Hardcover,"First published March 6, 2018",17,41.1k
True,4.2,"Fantasy,Fiction,Magic,Audiobook,Epic Fantasy,High Fantasy,Adventure",574 pages, Kindle Edition,"First published September 7, 2017",9,3172
False,4.06,"Historical Fiction,Fiction,World War II,Historical,Germany,War,Holocaust",373 pages, Hardcover,"First published April 23, 2019",5,371
True,4.18,"Romance,Contemporary Romance,Contemporary,Fiction,Chick Lit,Adult,Audiobook",324 pages, Mass Market Paperback,"First published December 1, 1998",1786,52.5k
True,4.08,"Mystery,Fiction,Africa,Botswana,Crime,Cozy Mystery,Detective",Audio CD,Audio CD,"First published April 17, 2007",531,11.9k
False,3.94,"Nonfiction,History,Biography,Art,Memoir,Japan,Historical",368 pages, Hardcover,"First published August 31, 2010",48,363
False,3.61,"Horror,Fiction,Thriller,Post Apocalyptic,Apocalyptic,Science Fiction,Speculative Fiction",384 pages, Paperback,"First published January 1, 1981",355,1756
True,3.53,"Economics,Politics,Nonfiction,Sociology,Political Science,Business",296 pages, Hardcover,"First published March 1, 2001",19,11
True,3.85,"Young Adult,Romance,Contemporary,Chick Lit,Fiction,Teen,Childrens",304 pages, Paperback,"First published January 1, 2007",274,34.4k
True,3.72,"Paranormal Romance,Werewolves,Paranormal,Shapeshifters,Romance,Wolves,Supernatural",261 pages, ebook,"First published March 28, 2011",1,book46
True,4.11,"Mystery,Fiction,Audiobook,Mystery Thriller,British Literature,Crime,Detective",416 pages, Mass Market Paperback,"First published August 27, 2002",50,2350
False,4.0,,223 pages, Hardcover,"First published January 1, 1984",6,1
False,3.72,"Nonfiction,Biography,Audiobook,Journalism,History,Politics,True Crime",77 pages, ebook,"First published January 1, 2011",46,14.5k
True,3.66,"Science Fiction,Fiction,Speculative Fiction,Science Fiction Fantasy,Near Future",357 pages, Paperback,"First published November 1, 1995",98,611
True,3.79,"Fantasy,Fiction,Science Fiction Fantasy,Magic,Adventure,Humor,High Fantasy",307 pages, Mass Market Paperback,"First published October 1, 1987",420,77.4k
True,4.16,"Fantasy,Young Adult,Fiction,Science Fiction,Adventure,Childrens,Middle Grade",375 pages, Paperback,"First published September 1, 2003",83,2240
False,4.03,"Biography,Nonfiction,Film,Comedy,Media Tie In,History,Humor",464 pages, Hardcover,"First published January 1, 1999",24,11
False,3.31,"Fiction,Chick Lit,Adoption,Audiobook,Contemporary,British Literature,Romance",352 pages, Hardcover,"First published March 4, 2008",194,44
False,3.68,"Picture Books,Childrens,Humor,Fiction,Westerns,Animals,Fantasy",40 pages, Hardcover,"First published September 6, 2007",226,1317
False,4.01,"Romance,Contemporary Romance,Fiction,Contemporary,Mystery,Romantic Suspense,Christmas",288 pages, Hardcover,"First published November 28, 1986",1785,52.5k
False,3.62,"Young Adult,Contemporary,Humor,Fiction,Audiobook,LGBT,Adventure",396 pages, Hardcover,"First published May 24, 2011",45,15.2k
True,4.05,"Fantasy,Young Adult,Romance,Historical Fiction,Paranormal,Young Adult Fantasy,Urban Fantasy",778 pages, Hardcover,"First published January 31, 2023",188,269k
True,4.52,,338 pages, Paperback,"First published July 1, 2012",3,1
False,3.81,"Romance,Fiction,Contemporary,Contemporary Romance,Harlequin,Audiobook,Adult",253 pages, Mass Market Paperback,"First published June 1, 1985",1162,18.7k
True,3.4,"Horror,Fiction",250 pages, Paperback,"First published July 1, 1981",294,227
True,4.24,"New Adult,Romance,Music,Contemporary Romance,Contemporary,Adult,Musicians",350 pages,350 pages,"First published January 9, 2014",41,1955
False,3.85,"Romance,Romantic Suspense,Mystery,Suspense,Fiction,Contemporary,Contemporary Romance",562 pages, Paperback,"First published May 8, 1992",424,17.6k
True,4.26,"Dark,Romance,Crime,Abuse,Suspense,Novella,Contemporary",149 pages, ebook,"First published March 31, 2014",42,4289
False,4.09,"Sports,Romance,Sports Romance,Contemporary Romance,New Adult,College,Contemporary",372 pages, Paperback,"First published July 13, 2015",43,2468
False,4.4,"Nonfiction,Memoir,Politics,Social Justice,Audiobook,Race,Essays",208 pages, Hardcover,"First published March 24, 2020",5,694
True,4.19,"Mystery,Thriller,Fiction,Crime,Suspense,Mystery Thriller,Romantic Suspense",389 pages, Paperback,"First published August 20, 2001",85,17.5k
False,3.63,"Sports,Football,Nonfiction",352 pages, Hardcover,"First published August 15, 1997",23,2
False,4.0,"Horror,Short Stories,Fiction,Collections,Anthologies,Thriller,British Literature",320 pages, Mass Market Paperback,"First published January 1, 1982",802,1473
True,4.07,"Romance,Historical Romance,Historical,Westerns,Western Romance,Historical Fiction,Fiction",416 pages, Mass Market Paperback,"First published December 1, 1992",157,6879
True,4.41,"Graphic Novels,Fantasy,Comics,Horror,Fiction,Graphic Novels Comics,Adult",184 pages, Paperback,"First published September 14, 2021",240,4075
True,4.32,"Fantasy,Vampires,Paranormal,Young Adult,Romance,Supernatural,Magic",400 pages, Paperback,"First published May 20, 2014",28,8029
False,3.8,"Horror,Fiction",309 pages, Mass Market Paperback,"First published October 1, 1985",85,540
False,4.51,"Christian Fiction,Christian,Romance,Fiction,Historical Fiction,Historical,Historical Romance",479 pages, Paperback,"First published January 1, 1991",99,17.3k
False,3.57,"Historical Fiction,Young Adult,Egypt,Historical,Childrens,Fiction,Teen",192 pages, Hardcover,"First published January 1, 2000",105,174
True,3.91,"Historical Fiction,Christmas,Young Adult,Middle Grade,Historical,Childrens,Fiction",185 pages, Hardcover,"First published January 1, 2001",222,2129
True,3.88,"Romance,Contemporary,Contemporary Romance,Fiction,Adult,Family",359 pages, Mass Market Paperback,"First published March 7, 2023",4,60
True,3.55,,252 pages, Mass Market Paperback,"First published January 1, 1988",15,4
True,3.83,"Harlequin Desire,Romance,Contemporary,Contemporary Romance,Silhouette",Mass Market Paperback,Mass Market Paperback,"First published November 1, 1999",107,22
False,2.83,"Fiction,Jewish,Contemporary,Literary Fiction,Literature,British Literature,Novels",307 pages, Hardcover,"First published January 1, 2010",69,355
True,4.12,"Romance,New Adult,Contemporary,Contemporary Romance,Adult,Young Adult,Fiction",260 pages, Paperback,"First published January 27, 2015",45,42.3k
False,4.1,"Nonfiction,Feminism,Short Stories,Teen,Memoir,Middle Grade,Sociology",365 pages, Kindle Edition,"First published February 9, 2021",1,book9
True,4.25,"Fantasy,Young Adult,Fiction,Young Adult Fantasy,Audiobook,Romance,LGBT",336 pages, Kindle Edition,"First published August 17, 2021",13,2165
False,3.63,"Fiction,Mystery,Fantasy,Historical Fiction,Magical Realism,Literary Fiction,Contemporary",384 pages, Hardcover,"First published February 5, 2008",54,6174
False,3.97,"Humor,Fiction,Horror",294 pages, Kindle Edition,"First published April 20, 2012",43,766
True,3.61,"Romance,Contemporary Romance,Contemporary,Chick Lit,Adult,Food,Fiction",344 pages, Mass Market Paperback,"First published September 1, 2009",14,794
True,3.68,"Young Adult,Paranormal,Fantasy,Urban Fantasy,Magic,Romance,Witches",246 pages, Mass Market Paperback,"First published January 5, 2010",54,9962
True,3.84,"Romance,New Adult,Music,Contemporary Romance,Contemporary,Adult,Amazon",237 pages, Kindle Edition,"First published March 14, 2013",8,702
False,3.73,"Science Fiction,Fiction,Time Travel,Science Fiction Fantasy,Audiobook,Fantasy,Dystopia",495 pages, Hardcover,"First published February 23, 2016",7,336
False,3.6,,142 pages, Hardcover,"First published January 1, 1980",40,3
False,3.71,"Science Fiction,Fiction,Cyberpunk,Dystopia,Politics,Novels,Near Future",489 pages, Paperback,"First published December 1, 1998",342,1113
True,3.62,"Romance,Category Romance,Contemporary",256 pages, Mass Market Paperback,"First published January 1, 1995",240,190
True,4.2,"Mystery,Fiction,Thriller,Suspense,Mystery Thriller,Crime,Romance",355 pages, Paperback,"First published January 1, 1999",294,6878
True,3.57,"Vampires,Paranormal,Paranormal Romance,Romance,Fantasy,Magic,Urban Fantasy",100 pages, ebook,"First published June 18, 2015",25,412
True,3.8,"Young Adult,LGBT,Contemporary,Romance,Queer,Fiction,Realistic Fiction",352 pages, Hardcover,"First published April 24, 2018",18,19.9k
False,4.53,"Historical Fiction,Fiction,World War II,Audiobook,Historical,Romance,War",448 pages, Hardcover,"First published February 26, 2019",25,6030
True,4.43,"Fiction,Romance,Historical Fiction,LGBT,Contemporary,Audiobook,Queer",389 pages, Hardcover,"First published June 13, 2017",23,176k
True,4.07,"Romance,Romantic Suspense,Contemporary,Mystery,Suspense,Contemporary Romance,Fiction",424 pages, Mass Market Paperback,"First published August 30, 2005",155,12.1k
False,4.03,"Science,Nonfiction,Biology,Psychology,Gender,Health,Medicine",352 pages, Hardcover,"First published July 1, 2021",2,40
True,3.63,"Romance,Erotica,Contemporary,Erotic Romance,Menage,Adult,Humor",ebook,ebook,"First published February 15, 2013",42,2519
False,4.46,"Nonfiction,Plays,Musicals,Film,Theatre",150 pages, Paperback,"First published February 22, 2007",67,2
True,3.81,"Mystery,Crime,Fiction,British Literature,Mystery Thriller,Thriller,Detective",288 pages, Paperback,"First published January 1, 1990",230,194
True,3.8,"Horror,Zombies,Fiction,Post Apocalyptic,Apocalyptic,Science Fiction,Dystopia",321 pages, Paperback,"First published January 1, 2003",355,2782
True,3.91,"Young Adult,Dystopia,Zombies,Science Fiction,Post Apocalyptic,Fantasy,Romance",259 pages, Hardcover,"First published April 12, 2011",75,6860
False,3.44,"Fiction,Literature,Novels,Africa,Contemporary,Nobel Prize,Literary Fiction",265 pages, Paperback,"First published September 1, 2005",147,4740
False,3.32,"Fiction,Romania,Nobel Prize,German Literature,Historical Fiction,Literature,Romanian Literature",93 pages, Paperback,"First published January 1, 1986",90,1089
True,3.97,"Mystery,Thriller,Fiction,Mystery Thriller,Crime,Suspense,Audiobook",400 pages, Hardcover,"First published January 19, 2021",86,17.5k
False,3.97,"Fiction,Fantasy,Historical Fiction,Romance,Historical,Gothic,Contemporary",468 pages, Hardcover,"First published August 5, 2008",1,book2326
False,4.12,"Nonfiction,Memoir,Audiobook,Biography,Music,Fashion,Biography Memoir",335 pages, Kindle Edition,"First published October 17, 2023",105,1452
False,3.92,"Historical Fiction,Romance,Historical,Russia,Fiction,Historical Romance,Christian Fiction",400 pages, Paperback,"First published July 6, 2021",12,790
False,4.2,"Middle Grade,Historical Fiction,Historical,Fiction,Young Adult,Family,Contemporary",304 pages, Paperback,"First published May 26, 2020",5,119
True,4.12,"Romance,Sports Romance,Contemporary Romance,Sports,Contemporary,Hockey,Adult",396 pages, Kindle Edition,"First published February 10, 2023",22,18.5k
False,0.0,,294 pages, Paperback,"First published January 1, 2024",21,7
True,3.7,"Mystery,Crime,Fiction,Lesbian,LGBT,Queer,Suspense",242 pages, Paperback,"First published April 1, 1997",271,4656
False,3.7,"Fiction,Literature,Nobel Prize,Novels,India,Literary Fiction,British Literature",354 pages, Paperback,"First published January 1, 1987",136,1617
False,4.16,"Fiction,Contemporary,Literary Fiction,Canada,Asia,Family,China",272 pages, Hardcover,"First published July 13, 2021",2,112
False,3.66,"Romance,Christmas,Anthologies,Contemporary Romance,Holiday,Contemporary,Short Stories",416 pages, Mass Market Paperback,"First published November 1, 2003",380,5667
False,4.43,"Nonfiction,Horror,Halloween",202 pages, Paperback,"First published September 1, 2014",12,53
True,4.46,"Manga,Comics,Graphic Novels,Science Fiction,Fiction,Cyberpunk,Japan",302 pages, Paperback,"First published January 1, 1984",402,778
True,3.98,"Fiction,Mystery,Romance,Chick Lit,Audiobook,Mystery Thriller,Contemporary",466 pages, Hardcover,"First published June 19, 2018",84,42k
False,3.47,"Fiction,Mystery,Contemporary,Literary Fiction,Crime,Thriller,Novels",624 pages, Paperback,"First published October 22, 2002",40,31.6k
True,3.68,,296 pages, Paperback,"First published November 1, 1993",72,105
True,4.06,"Young Adult,Science Fiction,Dystopia,Aliens,Fantasy,Romance,Paranormal",341 pages, Hardcover,"First published June 10, 2014",40,1517
False,3.89,"Fiction,Short Stories,Romance,Chick Lit,British Literature,Adult Fiction,Scotland",304 pages, Paperback,"First published September 1, 1991",235,2576
True,3.56,"Fiction,Chick Lit,Historical Fiction,Contemporary,Adult Fiction,Book Club,Womens Fiction",304 pages, Hardcover,"First published January 1, 2008",12,1336
True,3.69,"Fae,Paranormal Romance,Fairies",117 pages, ebook,"First published February 28, 2011",11,25
False,3.94,"Thriller,Suspense,Mystery,Crime,Mystery Thriller,Psychological Thriller",328 pages, Paperback,"First published February 1, 2013",1,book66
True,3.91,"Romance,New Adult,College,Contemporary,Contemporary Romance,Humor,Adult",228 pages, Kindle Edition,"First published August 2, 2018",83,13.2k
False,3.46,"Young Adult,Realistic Fiction,Contemporary,Fiction,High School,Romance,Crime",288 pages, Paperback,"First published August 1, 2012",6,142
True,4.09,"Paranormal,Mystery,Romance,Thriller,Suspense,Romantic Suspense,Fiction",324 pages, Hardcover,"First published December 31, 2007",165,2352
False,3.71,"History,19th Century,Nonfiction,British Literature,France,Cities,Victorian",323 pages, Paperback,"First published February 8, 1999",34,12
False,3.81,"Fiction,Westerns,Historical Fiction,Thriller,The United States Of America,Crime,Mystery Thriller",343 pages, Paperback,"First published October 1, 1998",26,514
False,0.0,,277 pages, Paperback,"First published January 1, 2024",1,book
False,3.68,"Romance,Contemporary,Category Romance,Fiction",218 pages, Mass Market Paperback,"First published August 1, 1981",50,1989
True,4.11,"Romance,High School,Novella,Contemporary Romance,Contemporary,New Adult,Abuse",125 pages, Kindle Edition,"First published July 1, 2021",49,1291
False,3.78,"Fiction,Mystery,Contemporary,Thriller,Mystery Thriller,Audiobook,Adult",290 pages, Hardcover,"First published May 11, 2021",16,346
True,4.14,"Romance,New Adult,Dark,BDSM,Erotica,Contemporary,College",475 pages, ebook,"First published June 21, 2015",65,5600
True,3.8,"Paranormal,Fantasy,Vampires,Romance,Paranormal Romance,Urban Fantasy,Witches",236 pages, Kindle Edition,"First published January 30, 2012",54,5801
True,4.01,"Romance,Contemporary,Contemporary Romance,Fiction,Audiobook,Adult,Chick Lit",360 pages, Hardcover,"First published May 18, 2021",88,77.8k
False,3.43,"Horror,LGBT,Vampires,Fiction,Queer,Fantasy,Paranormal",313 pages, Paperback,"First published March 1, 1991",17,28
True,3.97,"Mystery,Fiction,Crime,Thriller,Suspense,Detective,Mystery Thriller",448 pages, Mass Market Paperback,"First published January 1, 2002",422,30.2k
True,4.34,"Manga,Horror,Vampires,Graphic Novels,Fantasy,Seinen,Comics Manga",208 pages, Paperback,"First published January 1, 2006",65,260
True,4.22,"Romantic Suspense,Romance,Mystery,Crime,Thriller,Suspense,Fiction",544 pages, Paperback,"First published June 5, 2012",50,4886
False,3.87,"Historical Romance,Romance,Historical,Harem,Historical Fiction,Erotica,Fiction",392 pages, Paperback,"First published January 1, 1997",113,515
True,3.65,"Mystery,Romance,Romantic Suspense,Thriller,Fiction,Suspense,Mystery Thriller",448 pages, Paperback,"First published July 26, 2022",153,5434
True,4.1,"Fantasy,Urban Fantasy,Fiction,Mystery,Crime,Magic,Audiobook",416 pages, Kindle Edition,"First published February 20, 2020",157,12.2k
True,3.81,"Mystery,Crime",Paperback,Paperback,"First published January 1, 1987",33,11
True,4.22,"Romance,Abuse,Young Adult,Contemporary,Thriller,Contemporary Romance",313 pages, Paperback,"First published June 5, 2014",22,675
False,4.0,"Nonfiction,Feminism,History,Politics,Audiobook,Sociology,Womens",339 pages, Hardcover,"First published March 1, 2016",9,1051
True,4.12,"Fantasy,Young Adult,Romance,Angels,Paranormal,Paranormal Romance,Fiction",466 pages, Hardcover,"First published October 1, 2012",23,32.3k
True,3.85,"Fantasy,Paranormal,Vampires,Romance,Paranormal Romance,Dystopia,Supernatural",257 pages, Paperback,"First published May 12, 2014",40,540
True,4.01,"Paranormal,Fantasy,Witches,Time Travel,Romance,Science Fiction,Historical Fiction",203 pages, Paperback,"First published May 16, 2011",15,104
False,4.25,"Nonfiction,Poetry,Classics,Memoir,Biography,Mental Health,Biography Memoir",732 pages, Paperback,"First published April 1, 2000",267,22.6k
True,2.89,"Fantasy,Fiction,Alternate History,Young Adult,Science Fiction,Speculative Fiction,Adventure",480 pages, Mass Market Paperback,"First published August 1, 2005",57,39
True,3.99,"Thriller,Fiction,Mystery,Crime,Action,Audiobook,Suspense",359 pages, Hardcover,"First published November 25, 2022",310,30.6k
True,4.29,"Romance,New Adult,Contemporary,Contemporary Romance,Young Adult,Audiobook,Adult",288 pages, Kindle Edition,"First published April 15, 2014",114,85.9k
True,3.7,"Mystery,Suspense,Thriller,Fiction,Crime,Mystery Thriller,Canada",356 pages, Hardcover,"First published March 15, 2016",23,524
True,4.17,"Fantasy,Fiction,Mystery,Dragons,Steampunk,Urban Fantasy,Books About Books",376 pages, ebook,"First published November 30, 2017",41,4298
False,3.31,"Fiction,Mystery,Contemporary,Romance,Mystery Thriller,Fantasy,Thriller",304 pages, Hardcover,"First published June 7, 2022",18,2143
False,3.9,"Fiction,Africa,Libya,Novels,Magical Realism,Literature,African Literature",136 pages, Paperback,"First published January 1, 1990",83,344
True,4.38,"Manga,Graphic Novels,Fantasy,Fiction,Mystery,Horror,Thriller",216 pages, Paperback,"First published July 4, 2006",327,2610
True,4.01,"Fantasy,Historical Fiction,Fiction,Magical Realism,Historical,LGBT,Adventure",352 pages, Hardcover,"First published July 13, 2017",8,2570
True,4.04,"Military Fiction,Romance,Contemporary,New Adult,Contemporary Romance,Disability,Amazon",210 pages, Paperback,"First published January 6, 2015",161,2566
True,4.29,"Paranormal Romance,Paranormal,Romance,Demons,Fantasy,Mythology,Adult",442 pages, Paperback,"First published January 1, 2010",235,27.2k
True,4.23,"Manga,Comics,Seinen,Comics Manga,Thriller,Graphic Novels,Action",208 pages, Paperback,"First published November 17, 2006",48,67
True,3.91,"Mystery,Fiction,Mystery Thriller,Crime,Thriller,Suspense,Audiobook",310 pages, Mass Market Paperback,"First published January 1, 1994",58,2128
False,3.93,"Romance,Romantic Suspense,Mystery,Suspense,Fiction,Contemporary Romance,Contemporary",425 pages, Mass Market Paperback,"First published December 1, 1995",100,3045
False,3.85,"Fiction,Historical Fiction,Literary Fiction,Historical,Mystery,Audiobook,Novels",402 pages, Hardcover,"First published May 3, 2022",14,1829
True,4.3,"Romance,Erotica,Contemporary Romance,Contemporary,Adult,Erotic Romance,Fiction",338 pages, Paperback,"First published October 2, 2012",111,121k
True,3.67,Mystery,224 pages, Paperback,"First published January 1, 1987",60,21
False,4.22,"Poetry,Feminism,Nonfiction,Africa,Race,Contemporary,Somalia",96 pages, Paperback,"First published March 1, 2022",15,6696
True,4.23,"Urban Fantasy,Paranormal,Fantasy,Witches,Vampires,Magic,Supernatural",352 pages, Hardcover,"First published January 1, 2011",265,31.4k
False,3.77,"Nonfiction,Essays,Humor,Sociology,Pop Culture,Cultural,History",229 pages, Paperback,"First published January 1, 2000",16,53
False,4.09,"Fantasy,Retellings,Young Adult,Romance,Fiction,Fairy Tales,Fairy Tale Retellings",416 pages, Hardcover,"First published April 7, 2020",30,9673
True,4.32,"Paranormal,Paranormal Romance,Romance,Vampires,Shapeshifters,Fantasy,Adult",336 pages, ebook,"First published July 1, 2012",107,9000
True,4.12,"Urban Fantasy,Fantasy,Dragons,Paranormal,Magic,Vampires,Fae",248 pages, Kindle Edition,"First published February 28, 2020",176,5439
False,3.67,"Horror,Fiction,Thriller,Mystery,Suspense,Audiobook,Adventure",509 pages, Paperback,"First published July 18, 2006",5,903
False,3.86,,144 pages, Paperback,"First published September 1, 2001",55,13
False,3.85,"Short Stories,Fiction,Horror,Fantasy,Feminism,LGBT,Queer",248 pages, Paperback,"First published October 3, 2017",86,10.2k
False,4.42,,157 pages, Paperback,"First published March 1, 1984",1,book1
True,4.29,"Fantasy,Romance,Fiction,Epic Fantasy,Erotica,High Fantasy,Science Fiction Fantasy",678 pages, Mass Market Paperback,"First published April 6, 2002",73,8122
True,4.1,"Mystery,Historical Fiction,Historical,Fiction,Romance,Historical Mystery,Audiobook",338 pages, Hardcover,"First published January 10, 2017",38,7781
True,3.71,"Fiction,Humor,Audiobook,Contemporary,Travel,Wine,Media Tie In",354 pages, Paperback,"First published June 1, 2004",15,202
False,4.01,"History,Nonfiction,LGBT,Queer,Feminism,Lesbian,Historical",400 pages, Paperback,"First published January 1, 1991",27,308
True,3.82,"Romance,Fiction,Chick Lit,Contemporary,Audiobook,Scotland,Adult",427 pages, Kindle Edition,"First published June 9, 2020",116,9683
True,4.26,"Science Fiction,Fiction,Fantasy,Space Opera,Science Fiction Fantasy,Audiobook,Horror",500 pages, Mass Market Paperback,"First published May 26, 1989",314,11.9k
True,3.69,"Mystery,Christmas,Cozy Mystery,Fiction,Holiday,Humor,Mystery Thriller",288 pages, Mass Market Paperback,"First published November 1, 1997",122,321
False,4.07,"Essays,Nonfiction,Memoir,American",335 pages, Paperback,"First published January 1, 1989",85,89
False,3.66,"Science Fiction,Fiction,Fantasy,Speculative Fiction,Weird Fiction,Literature,Horror",256 pages, Paperback,"First published October 1, 1997",21,12
False,3.92,"Health,Nonfiction,Self Help,Medical,Nutrition,Medicine,Science",361 pages, Paperback,"First published January 1, 2001",1,book1
False,4.26,"Historical Fiction,Young Adult,Middle Grade,Africa,Fiction,Realistic Fiction,School",128 pages, Hardcover,"First published November 15, 2010",55,1061
False,4.04,"Nonfiction,Africa,Biography,History,Memoir,Burundi,Biography Memoir",277 pages, Hardcover,"First published February 29, 2000",40,1176
True,3.83,"New Adult,Romance,Military Fiction,Contemporary,Contemporary Romance,Amazon,Military Romance",218 pages, Paperback,"First published November 4, 2013",65,1102
True,3.64,"Fantasy,Historical Fiction,Young Adult,Historical,Romance,Young Adult Fantasy,Mythology",428 pages, Hardcover,"First published August 18, 2015",19,967
True,4.46,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Adult,Dragons,Adventure",663 pages, Paperback,"First published August 8, 2000",1413,110k
